codigoClasificador;descripcion
1;"PUNTO VENTA COMISIONISTA"
2;"PUNTO VENTA VENTANILLA DE COBRANZA"
3;"PUNTO DE VENTA MOVILES"
6;"PUNTO DE VENTA CONJUNTA"
4;"PUNTO DE VENTA YPFB"
5;"PUNTO DE VENTA CAJEROS"
